country,c_code,year,uncertain,trade_kofgi,kofgi,hdi,va,ps,ge,rq,rl,cc,trust,top10,bot40,trade,gdp_pc,fdi_in,icrg_qog,palma,qgi,sgdp_pc,shdi,strade,strust,spalma,stop10,sbot40,sfdi_in,sqgi,skofgi,strade_kofgi,sape1n,srpa_full,icrg_qog2
Japan,JP,2014,0,55,76,1,1,1,2,1,2,2,38,0,0,38,37967,1,1,4,1,0,1,-1,0,0,0,0,0,1,0,-1,0,0,86
Japan,JP,2016,0,56,78,1,1,1,2,1,1,2,36,0,0,32,39815,1,1,4,1,0,1,-1,0,0,0,0,0,1,0,-1,1,0,86
Japan,JP,2018,0,57,78,1,1,1,2,1,2,1,38,0,0,37,41948,1,1,4,1,0,1,-1,0,0,0,0,0,0,0,-1,1,,84
Korea,KR,2006,0,54,71,1,1,0,1,1,1,0,23,0,0,71,22802,8,1,4,-1,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,4,67
Korea,KR,2008,0,62,75,1,1,0,1,1,1,0,27,0,0,96,24711,4,1,4,-1,-1,0,0,-1,0,1,0,0,0,-1,-1,-1,3,69
Korea,KR,2010,0,58,75,1,1,0,1,1,1,0,32,0,0,91,21024,2,1,4,-1,-1,0,0,-1,0,1,0,0,0,-1,-1,-1,3,69
Korea,KR,2012,0,61,76,1,1,0,1,1,1,1,23,0,0,105,24061,4,1,4,-1,-1,0,0,-1,0,1,0,0,0,0,-1,-1,3,69
Korea,KR,2014,0,66,78,1,1,0,1,1,1,1,28,0,0,91,25387,3,1,4,-1,-1,1,0,-1,0,1,0,0,0,0,0,-1,3,69
Korea,KR,2016,0,62,78,1,1,0,1,1,1,0,24,0,0,74,27503,1,1,4,-1,-1,1,0,-1,0,1,0,0,0,0,-1,0,3,69
Korea,KR,2018,0,63,78,1,1,1,1,1,1,1,39,0,0,79,30036,1,1,4,0,-1,1,0,0,0,1,0,0,0,0,0,0,,69
Latvia,LV,2006,0,77,71,1,1,1,1,1,1,0,29,0,0,100,22978,7,1,3,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,-1,1,60
Latvia,LV,2008,0,77,72,1,1,0,1,1,1,0,19,0,0,91,26785,4,1,4,-1,-1,-1,0,-2,0,0,0,0,-1,-1,1,-1,1,60
Latvia,LV,2010,0,80,73,1,1,1,1,1,1,0,10,0,0,109,23943,3,1,3,-1,-1,-1,0,-2,0,0,0,0,0,-1,1,-1,0,60
Latvia,LV,2012,0,82,75,1,1,0,1,1,1,0,19,0,0,128,27331,2,1,3,-1,-1,-1,1,-2,0,0,0,0,0,-1,1,-1,1,62
Latvia,LV,2014,0,83,75,1,1,0,1,1,1,0,23,0,0,125,29856,1,1,3,-1,-1,0,1,-1,0,0,0,0,0,-1,1,-1,1,63
Latvia,LV,2016,0,84,79,1,1,0,1,1,1,0,32,0,0,119,31926,3,1,3,-1,0,0,0,-1,0,-1,0,0,0,0,1,-1,1,65
Latvia,LV,2018,0,84,80,1,1,0,1,1,1,0,20,0,0,124,35427,2,1,3,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,64
Lithuania,LT,2006,0,80,74,1,1,1,1,1,1,0,21,0,0,124,107681,76,1,3,-1,4,-1,1,-1,0,-1,0,6,0,-1,1,-1,1,55
Lithuania,LT,2008,0,80,76,1,1,1,1,1,1,0,16,0,0,127,111410,13,1,3,-1,4,0,1,-2,0,0,0,1,0,-1,1,-1,0,54
Lithuania,LT,2010,0,80,76,1,1,1,1,1,1,0,11,0,0,130,107703,74,1,3,-1,4,-1,1,-2,0,0,0,6,0,-1,1,-1,0,54
Lithuania,LT,2012,0,82,77,1,1,1,1,1,1,0,15,0,0,156,105076,45,1,3,-1,4,0,1,-2,0,0,0,4,0,0,1,-1,0,56
Lithuania,LT,2014,0,86,79,1,1,1,1,1,1,1,34,0,0,143,108415,29,1,4,0,4,0,1,-1,0,0,0,2,0,0,1,-1,0,57
Lithuania,LT,2016,0,85,80,1,1,1,1,1,1,1,28,0,0,134,113036,53,1,3,0,4,0,1,-1,0,0,0,4,0,0,1,-1,0,63
Lithuania,LT,2018,0,87,81,1,1,1,1,1,1,0,32,0,0,149,113590,-24,1,4,0,4,0,1,-1,0,0,0,-3,0,0,1,-1,-1,60
Luxembourg,LU,2006,,87,86,1,2,1,2,2,2,2,,0,0,321,62847,3,1,3,2,1,0,4,,0,0,1,0,1,1,1,0,-1,94
Luxembourg,LU,2008,,86,87,1,2,2,2,2,2,2,82,0,0,344,63570,4,1,3,2,1,0,4,3,0,0,0,0,1,1,1,0,-1,94
Luxembourg,LU,2010,,86,87,1,2,1,2,2,2,2,77,0,0,316,61353,5,1,3,3,1,0,4,2,0,0,0,0,1,1,1,0,-1,94
Luxembourg,LU,2012,,84,87,1,2,1,2,2,2,2,74,0,0,342,61991,5,1,3,3,1,0,4,2,0,-1,0,0,1,1,1,0,-1,94
Luxembourg,LU,2014,,83,87,1,2,1,2,2,2,2,66,0,0,393,62390,1,1,2,2,1,1,5,2,-1,-1,1,0,1,1,1,1,-1,94
Luxembourg,LU,2016,,82,83,1,2,1,2,2,2,2,68,0,0,391,63104,-5,1,3,2,1,1,5,2,0,-1,0,-1,1,0,1,1,-1,94
Luxembourg,LU,2018,,81,83,1,2,1,2,2,2,2,76,0,0,387,64341,-1,1,3,3,1,1,5,2,-1,-1,0,-1,1,0,1,1,-1,94
Mexico,MX,2006,0,41,62,1,0,-1,0,0,0,0,43,1,0,56,51097,51,1,12,-4,1,-2,-1,0,2,2,-2,4,-2,-2,-2,-3,,53
Mexico,MX,2008,0,44,64,1,0,-1,0,0,-1,0,41,1,0,58,53848,21,1,14,-4,1,-2,-1,0,3,2,-2,1,-2,-2,-2,-3,,53
Mexico,MX,2010,0,48,65,1,0,-1,0,0,-1,0,37,1,0,61,52033,14,1,15,-4,1,-2,-1,0,3,2,-2,1,-2,-2,-2,-3,,50
Mexico,MX,2012,0,49,66,1,0,-1,0,0,-1,0,36,1,0,66,51860,29,0,14,-4,1,-2,0,0,3,2,-2,2,-2,-2,-2,-3,,45
Mexico,MX,2014,0,50,67,1,0,-1,0,0,0,-1,33,1,0,65,52187,13,0,14,-4,1,-2,0,-1,3,2,-2,1,-2,-2,-1,-2,,44
Mexico,MX,2016,0,47,70,1,0,-1,0,0,-1,-1,28,1,0,76,53848,30,0,13,-4,1,-2,0,-1,3,2,-2,2,-2,-1,-2,-2,,38
Mexico,MX,2018,1,53,72,1,0,-1,0,0,-1,-1,29,1,0,81,56061,-40,0,12,-5,1,-1,0,-1,2,2,-2,-4,-2,-1,-1,-2,,38
Netherlands,NL,2006,0,84,87,1,2,1,2,2,2,2,43,0,0,128,37622,3,1,2,2,0,1,1,0,-1,-1,1,0,1,1,1,1,0,94
Netherlands,NL,2008,0,85,88,1,1,1,2,2,2,2,62,0,0,131,37652,2,1,2,2,0,1,1,1,-1,-1,1,0,1,1,1,1,0,94
Netherlands,NL,2010,0,86,88,1,1,1,2,2,2,2,64,0,0,132,37378,0,1,2,2,0,1,1,1,-1,-1,1,0,1,1,1,1,0,94
Netherlands,NL,2012,0,86,89,1,2,1,2,2,2,2,57,0,0,149,38569,2,1,2,3,0,1,1,1,-1,-1,1,0,1,1,1,1,-1,94
Netherlands,NL,2014,0,87,90,1,2,1,2,2,2,2,53,0,0,150,40132,2,1,2,2,0,1,1,1,-1,-1,1,0,1,1,1,1,-1,94
Netherlands,NL,2016,0,88,90,1,2,1,2,2,2,2,57,0,0,149,41363,1,1,2,2,0,1,1,1,-1,-1,1,0,1,1,1,1,-1,94
Netherlands,NL,2018,0,89,91,1,2,1,2,2,2,2,66,0,0,159,42548,1,1,2,3,0,1,1,2,-1,-1,1,0,1,1,1,1,-1,94
New Zealand,NZ,2006,0,63,76,1,1,1,2,2,2,2,63,0,0,60,18319,2,1,2,2,-1,0,-1,1,-1,-1,2,0,1,-1,0,0,0,94
New Zealand,NZ,2008,0,65,77,1,1,1,2,2,2,2,46,0,0,64,18397,3,1,2,2,-1,1,-1,0,-1,-1,2,0,1,0,0,0,,94
New Zealand,NZ,2010,0,62,77,1,2,1,2,2,2,2,64,0,0,58,17790,3,1,2,3,-1,1,-1,1,-1,-1,0,0,1,0,-1,0,0,94
New Zealand,NZ,2012,0,62,77,1,2,1,2,2,2,2,61,0,0,57,18595,2,1,3,3,-1,1,-1,1,0,0,0,0,1,0,-1,0,0,94
New Zealand,NZ,2014,0,62,77,1,2,1,2,2,2,2,63,0,0,55,18888,2,1,3,3,-1,1,-1,1,0,-1,0,0,1,0,-1,0,0,94
New Zealand,NZ,2016,0,60,77,1,2,2,2,2,2,2,57,0,0,52,19539,4,1,3,3,-1,1,-1,1,0,-1,0,0,1,0,-1,1,0,94
New Zealand,NZ,2018,0,61,77,1,2,2,2,2,2,2,64,0,0,56,19928,3,1,3,3,-1,1,-1,1,0,0,0,0,1,0,-1,1,0,94
Norway,NO,2006,0,69,84,1,2,1,2,1,2,2,68,0,0,69,20111,6,1,2,2,-1,1,0,2,-1,-1,1,0,1,1,0,0,-1,94
Norway,NO,2008,0,71,85,1,2,1,2,1,2,2,54,0,0,72,22445,3,1,2,2,-1,1,0,1,-1,-1,1,0,1,1,0,0,-1,94
Norway,NO,2010,0,70,85,1,2,1,2,2,2,2,,0,0,68,23996,4,1,2,2,-1,1,0,,-1,-1,1,0,1,1,0,1,-1,94
Norway,NO,2012,0,70,85,1,2,1,2,2,2,2,66,0,0,76,25457,1,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,0,0,-1,96
Norway,NO,2014,0,66,85,1,2,1,2,2,2,2,70,0,0,80,26650,4,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,0,0,-1,97
Norway,NO,2016,1,73,86,1,2,1,2,2,2,2,66,0,0,79,28683,4,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,0,1,-1,97
Norway,NO,2018,0,72,85,1,2,1,2,2,2,2,68,0,0,86,31674,3,1,2,3,0,1,0,2,-1,-1,1,0,1,1,0,-1,0,97
Poland,PL,2006,0,65,76,1,1,0,0,1,0,0,7,0,0,78,31525,6,1,3,-2,0,-1,0,-2,0,0,0,0,-1,-1,0,-1,0,64
Poland,PL,2008,0,67,77,1,1,1,0,1,1,0,28,0,0,81,32308,3,1,3,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,64
Poland,PL,2010,0,68,77,1,1,1,1,1,1,0,36,0,0,82,31798,4,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,64
Poland,PL,2012,0,69,79,1,1,1,1,1,1,1,27,0,0,89,30157,10,1,3,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,66
Poland,PL,2014,0,74,80,1,1,1,1,1,1,1,25,0,0,93,30445,5,1,3,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,67
Poland,PL,2016,0,76,81,1,1,1,1,1,1,1,38,0,0,100,31848,4,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,69
Poland,PL,2018,0,77,80,1,1,1,1,1,0,1,43,0,0,107,34041,3,1,3,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,63
Portugal,PT,2006,0,67,80,1,1,1,1,1,1,1,45,0,0,69,21757,4,1,4,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,75
Portugal,PT,2008,0,69,81,1,1,1,1,1,1,1,34,0,0,72,24888,5,1,3,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,75
Portugal,PT,2010,0,69,82,1,1,1,1,1,1,1,24,0,0,68,23961,3,1,3,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,75
Portugal,PT,2012,0,72,82,1,1,1,1,1,1,1,23,0,0,76,25933,2,1,3,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,73
Portugal,PT,2014,0,75,83,1,1,1,1,1,1,1,23,0,0,80,26057,1,1,3,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,72
Portugal,PT,2016,0,75,83,1,1,1,1,1,1,1,35,0,0,79,25491,3,1,3,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,75
Portugal,PT,2018,0,77,85,1,1,1,1,1,1,1,52,0,0,86,26656,1,1,3,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,75
Russia,RU,2006,0,40,67,1,-1,-1,0,0,-1,-1,37,0,0,55,21787,8,0,6,-6,-1,-2,-1,0,0,1,-1,0,-3,-2,-2,0,,42
Russia,RU,2008,0,40,69,1,-1,-1,0,0,-1,-1,56,1,0,53,25464,5,0,7,-6,-1,-1,-1,1,1,1,-1,0,-3,-1,-2,1,1,42
Russia,RU,2010,0,39,70,1,-1,-1,0,0,-1,-1,51,0,0,50,25431,2,0,4,-6,-1,-1,-1,1,0,1,0,0,-3,-1,-2,1,1,42
Russia,RU,2012,0,40,71,1,-1,-1,0,0,-1,-1,45,0,0,47,26571,2,0,4,-6,-1,-1,-1,0,0,1,0,0,-3,-1,-2,1,1,37
Russia,RU,2014,0,40,71,1,-1,-1,0,0,-1,-1,64,0,0,48,27399,0,0,4,-6,-1,-1,-1,1,0,1,0,0,-3,-1,-2,0,0,33
Russia,RU,2016,0,47,72,1,-1,-1,0,0,-1,-1,58,0,0,47,29265,5,0,4,-6,-1,-1,-1,1,0,1,0,0,-3,-1,-2,1,0,33
Russia,RU,2018,0,49,72,1,-1,-1,0,0,-1,-1,46,0,0,52,31149,2,0,4,-6,0,-1,-1,0,0,1,0,0,-3,-1,-1,0,0,33
Slovak Republic,SK,2006,0,80,80,1,1,1,1,1,1,0,16,0,0,165,32818,2,1,2,-1,0,-1,1,-2,-1,-1,1,0,0,0,1,0,-1,61
Slovak Republic,SK,2008,0,81,81,1,1,1,1,1,1,0,,0,0,162,36081,2,1,2,-1,0,-1,1,,-1,-1,1,0,0,0,1,0,0,61
Slovak Republic,SK,2010,0,79,81,1,1,1,1,1,1,0,31,0,0,155,33356,1,1,2,-1,0,-1,1,-1,-1,-1,1,0,0,0,1,-1,-1,61
Slovak Republic,SK,2012,0,77,81,1,1,1,1,1,0,0,37,0,0,176,32619,0,1,2,-1,0,0,1,0,-1,-1,1,0,0,0,1,0,0,61
Slovak Republic,SK,2014,0,83,82,1,1,1,1,1,0,0,31,0,0,178,33099,2,1,2,-1,0,0,1,-1,-1,-1,2,0,0,0,1,0,0,61
Slovak Republic,SK,2016,0,83,82,1,1,1,1,1,1,0,37,0,0,184,34859,3,1,2,-1,0,0,2,0,-1,-1,1,0,0,0,1,0,0,64
Slovak Republic,SK,2018,0,84,83,1,1,1,1,1,1,0,33,0,0,191,37968,3,1,2,-1,0,0,2,-1,-1,-1,1,0,-1,0,1,1,0,65
Slovenia,SI,2006,0,77,76,1,1,1,1,1,1,1,48,0,0,130,11924,0,1,2,0,-2,0,1,0,-1,-1,1,0,0,0,1,1,0,67
Slovenia,SI,2008,0,79,79,1,1,1,1,1,1,1,,0,0,135,12628,3,1,2,0,-1,0,1,,-1,-1,1,0,0,0,1,1,0,67
Slovenia,SI,2010,0,80,79,1,1,1,1,1,1,1,33,0,0,127,12452,1,1,2,0,-1,0,1,-1,-1,-1,1,0,0,0,1,1,0,67
Slovenia,SI,2012,0,80,79,1,1,1,1,1,1,1,24,0,0,142,12744,1,1,2,0,-1,0,1,-1,-1,-1,1,0,0,0,1,1,-1,69
Slovenia,SI,2014,0,84,80,1,1,1,1,1,1,1,18,0,0,146,12884,2,1,2,-1,-1,0,1,-2,-1,-1,1,0,0,0,1,1,0,69
Slovenia,SI,2016,0,84,81,1,1,1,1,1,1,1,25,0,0,147,12703,1,1,2,0,-1,0,1,-1,-1,-1,1,0,0,0,1,1,-1,73
Slovenia,SI,2018,0,86,81,1,1,1,1,1,1,1,24,0,0,161,12628,2,1,2,0,-1,1,1,-1,-1,-1,1,0,0,0,1,-1,2,74
South Africa,ZA,2006,0,58,66,1,1,0,0,1,0,0,60,1,0,60,38858,3,0,10,-2,0,-4,-1,1,2,2,-2,0,-1,-2,-1,-1,-4,44
South Africa,ZA,2008,1,62,69,1,1,0,1,0,0,0,46,1,0,73,39240,5,0,11,-2,0,-3,0,0,2,2,-2,0,-1,-1,-1,-1,,44
South Africa,ZA,2010,0,57,69,1,1,0,0,0,0,0,59,1,0,56,37319,3,0,13,-3,0,-3,-1,1,2,2,-2,0,-1,-1,-1,0,,47
South Africa,ZA,2012,1,61,70,1,1,0,0,0,0,0,43,1,0,61,35769,2,0,19,-3,0,-3,-1,0,4,3,-2,0,-1,-1,-1,0,2,44
South Africa,ZA,2014,0,58,71,1,1,0,0,0,0,0,49,1,0,64,35969,2,0,19,-3,0,-3,-1,0,4,3,-2,0,-1,-1,-1,0,2,42
South Africa,ZA,2016,1,57,71,1,1,0,0,0,0,0,48,1,0,61,38478,4,0,19,-3,0,-2,-1,0,4,3,-2,0,-1,-1,-1,0,3,42
South Africa,ZA,2018,1,56,71,1,1,0,0,0,0,0,52,1,0,59,40313,4,0,19,-3,0,-2,-1,1,4,3,-2,0,-1,-1,-1,0,0,42
Spain,ES,2006,0,65,81,1,1,0,1,1,1,1,53,0,0,56,47292,5,1,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,75
Spain,ES,2008,0,65,83,1,1,0,1,1,1,1,58,0,0,56,47963,8,1,3,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,75
Spain,ES,2010,0,65,83,1,1,0,1,1,1,1,30,0,0,53,47791,0,1,3,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,75
Spain,ES,2012,0,68,84,1,1,0,1,1,1,1,34,0,0,61,48301,1,1,3,0,0,0,-1,-1,-1,-1,1,0,0,1,0,0,-1,75
Spain,ES,2014,0,72,85,1,1,0,1,1,1,1,21,0,0,64,49259,-1,1,3,-1,1,0,-1,-1,0,-1,0,-1,0,1,0,0,-1,75
Spain,ES,2016,0,71,85,1,1,0,1,1,1,1,30,0,0,64,51334,3,1,3,0,1,0,-1,-1,0,0,0,0,0,1,0,0,-1,72
Spain,ES,2018,0,73,84,1,1,0,1,1,1,1,29,0,0,68,52349,0,1,3,-1,1,1,0,-1,0,0,0,0,0,1,0,1,-1,72
Sweden,SE,2006,0,78,88,1,1,1,2,1,2,2,44,0,0,88,61469,12,1,2,2,1,1,0,0,-1,-1,1,1,1,1,1,1,-1,94
Sweden,SE,2008,0,79,89,1,2,1,2,2,2,2,52,0,0,93,64280,1,1,2,3,1,1,0,1,-1,-1,1,0,1,1,1,2,-1,94
Sweden,SE,2010,0,79,89,1,2,1,2,2,2,2,60,0,0,84,63528,3,1,2,3,1,1,0,1,-1,-1,1,0,1,1,1,2,-1,94
Sweden,SE,2012,0,77,88,1,2,1,2,2,2,2,63,0,0,85,64127,6,1,2,3,1,1,0,1,-1,-1,1,0,1,1,1,1,-1,96
Sweden,SE,2014,0,79,90,1,2,1,2,2,2,2,56,0,0,83,65326,3,1,2,3,1,1,0,1,-1,-1,1,0,1,1,1,1,-1,97
Sweden,SE,2016,0,78,89,1,2,1,2,2,2,2,49,0,0,82,66273,24,1,2,3,1,1,0,0,-1,-1,1,2,1,1,1,1,-1,97
Sweden,SE,2018,0,79,89,1,2,1,2,2,2,2,49,0,0,89,68203,-20,1,2,3,2,1,0,0,-1,-1,1,-2,1,1,1,0,1,95
Switzerland,CH,2006,0,72,87,1,2,1,2,1,2,2,63,0,0,105,19278,4,1,3,2,-1,1,0,1,-1,0,1,0,1,1,0,0,1,86
Switzerland,CH,2008,0,73,88,1,2,1,2,2,2,2,,0,0,115,19933,3,1,2,2,-1,1,0,,-1,-1,1,0,1,1,0,0,1,86
Switzerland,CH,2010,0,75,89,1,2,1,2,2,2,2,,0,0,117,20028,1,1,2,2,-1,1,0,,-1,0,1,0,1,1,0,-1,1,86
Switzerland,CH,2012,0,80,90,1,2,1,2,2,2,2,77,0,0,124,22611,2,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,1,0,1,88
Switzerland,CH,2014,0,81,91,1,2,1,2,2,2,2,75,0,0,117,24882,1,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,1,0,1,89
Switzerland,CH,2016,1,83,91,1,2,1,2,2,2,2,80,0,0,120,26385,2,1,2,3,-1,1,0,2,-1,-1,1,0,1,1,1,0,0,89
Switzerland,CH,2018,0,82,91,1,2,1,2,2,2,2,85,0,0,120,28313,2,1,2,3,-1,1,0,3,-1,-1,1,0,1,1,1,-1,,89
Turkey,TR,2006,0,55,66,1,0,-1,0,0,0,0,60,0,0,49,43458,8,1,5,-4,0,-2,-1,1,0,1,-1,0,-2,-2,-1,-1,,56
Turkey,TR,2008,0,56,70,1,0,-1,0,0,0,0,60,0,0,51,43670,9,1,5,-4,0,-2,-1,1,0,1,-1,0,-2,-1,-1,-1,0,56
Turkey,TR,2010,0,54,70,1,0,-1,0,0,0,0,55,1,0,47,42089,3,1,5,-4,0,-2,-1,1,0,1,-1,0,-2,-1,-1,0,0,52
Turkey,TR,2012,0,55,71,1,0,-1,0,0,0,0,53,1,0,53,42602,2,1,5,-4,0,-2,-1,1,0,1,0,0,-2,-1,-1,0,0,50
Turkey,TR,2014,0,59,72,1,0,-1,0,0,0,0,56,1,0,54,44154,2,0,5,-4,0,-1,-1,1,0,1,0,0,-2,-1,-1,-1,0,47
Turkey,TR,2016,1,56,71,1,-1,-2,0,0,0,0,58,1,0,48,45269,12,0,5,-5,0,-1,-1,1,0,1,0,1,-2,-1,-1,0,0,47
Turkey,TR,2018,0,62,71,1,-1,-1,0,0,0,0,51,1,0,63,46038,3,0,5,-5,0,-1,-1,1,0,1,0,0,-2,-1,-1,1,0,46
United Kingdom,UK,2006,0,69,87,1,1,1,2,2,2,2,49,0,0,56,55301,2,1,4,2,1,0,-1,0,0,0,0,0,1,1,0,1,0,88
United Kingdom,UK,2008,0,70,88,1,1,0,2,2,2,2,32,0,0,56,55205,2,1,3,2,1,1,-1,-1,0,0,0,0,1,1,0,1,-1,86
United Kingdom,UK,2010,0,73,88,1,1,0,2,2,2,2,50,0,0,59,54250,2,1,3,1,1,1,-1,1,0,0,0,0,1,1,0,1,-1,86
United Kingdom,UK,2012,0,73,89,1,1,0,2,2,2,2,42,0,0,61,55514,2,1,3,1,1,1,-1,0,0,0,0,0,1,1,0,1,-1,85
United Kingdom,UK,2014,0,73,89,1,1,0,2,2,2,2,42,0,0,58,57144,1,1,3,2,1,1,-1,0,0,0,0,0,1,1,0,0,-1,86
United Kingdom,UK,2016,1,73,89,1,1,0,2,2,2,2,41,0,0,58,59041,3,1,3,2,1,1,-1,0,0,0,0,0,1,1,0,1,-1,89
United Kingdom,UK,2018,1,74,89,1,1,0,1,2,2,2,42,0,0,63,61511,1,1,3,1,1,1,-1,0,0,0,0,0,1,1,0,0,1,89
United States of America,US,2006,0,55,79,1,1,0,2,2,2,1,56,0,0,27,28798,10,1,6,1,-1,1,-1,1,0,1,-1,0,0,0,-1,0,1,83
United States of America,US,2008,0,55,80,1,1,1,2,2,2,1,38,0,0,30,29617,8,1,5,1,-1,1,-1,0,0,1,-1,0,1,0,-1,0,1,83
United States of America,US,2010,0,55,80,1,1,0,2,1,2,1,42,0,0,28,26133,13,1,6,1,-1,1,-1,0,0,1,-1,1,0,0,-1,0,1,83
United States of America,US,2012,0,56,81,1,1,1,2,1,2,1,35,0,0,31,29140,8,1,6,1,-1,1,-1,-1,1,1,-1,0,0,0,-1,1,1,83
United States of America,US,2014,0,57,82,1,1,1,1,1,2,1,35,0,0,30,30603,7,1,6,1,0,1,-1,-1,1,1,-1,0,0,0,-1,1,1,81
United States of America,US,2016,0,57,82,1,1,0,1,1,2,1,30,0,0,27,32130,4,1,6,1,0,1,-1,-1,1,1,-1,0,0,0,-1,1,1,86
United States of America,US,2018,0,55,82,1,1,0,2,2,2,1,31,0,0,28,35208,4,1,6,1,0,1,-1,-1,1,1,-1,0,0,0,-1,,,86